num_rooms,size,floor,Price,Location,Date,Today
3 ,80 ,1/9 ,69 999,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,44 ,7/9 ,73 000,7-ci mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,54 ,8/16 ,76 000,8-ci kilometr q.,"Bakı, 13 i̇yun 2022",06/15/2022
5 ,300 ,7/18 ,850 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,65 ,14/16 ,106 000,Əhmədli q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,65 ,6/7 ,110 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,79 ,14/17 ,110 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,2/16 ,110 000,Badamdar q.,"Bakı, bugün 13:45",06/15/2022
4 ,195 ,12/17 ,316 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,143 ,8/17 ,275 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,85 ,2/3 ,135 000,Bayıl q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,160 ,7/17 ,295 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,7/12 ,265 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,155 ,4/5 ,330 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,192 ,13/17 ,317 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,132 ,10/16 ,180 000,Nəsimi m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,192.4 ,11/23 ,500 214,Səbail r.,"Bakı, 18 may 2022",06/15/2022
2 ,65 ,3/4 ,48 000,Abşeron r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,145 ,23/27 ,300 000,Nəsimi r.,"Bakı, dünən 18:18",06/15/2022
3 ,120 ,12/16 ,288 000,Nizami m.,"Bakı, dünən 16:53",06/15/2022
2 ,76.1 ,,101 329,Yasamal r.,"Bakı, 31 may 2022",06/15/2022
3 ,101.1 ,,126 375,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022
1 ,64.1 ,,147 109,Sea Breeze ,"Bakı, bugün 11:47",06/15/2022
1 ,45.6 ,,86 640,Bakı,"Bakı, 02 i̇yun 2022",06/15/2022
3 ,132 ,10/16 ,180 000,Nəsimi m.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,45.6 ,14/16 ,86 640,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,122 ,5/15 ,226 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,5/14 ,165 000,Xalqlar Dostluğu m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,6/14 ,142 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,4/4 ,125 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022
5 ,120 ,7/16 ,208 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
5 ,350 ,16/17 ,390 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,11/19 ,125 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
5 ,300 ,7/8 ,210 000,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,5/5 ,129 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,85 ,5/17 ,142 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,13/19 ,112 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,9/9 ,95 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,48 ,10/20 ,76 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,155 ,10/16 ,250 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,42.3 ,4/7 ,57 500,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,65 ,9/15 ,110 000,Badamdar q.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,145 ,12/17 ,190 000,Əhmədli q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,46 ,3/5 ,94 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,160 ,5/16 ,260 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,32 ,5/5 ,62 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,50 ,10/18 ,76 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,76 ,15/16 ,150 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,146 ,16/19 ,165 000,Həzi Aslanov m.,"Bakı, 12 i̇yun 2022",06/15/2022
3 ,127 ,2/7 ,291 465,Nardaran q.,"Bakı, dünən 14:56",06/15/2022
3 ,192.4 ,11/23 ,500 214,Səbail r.,"Bakı, 18 may 2022",06/15/2022
5 ,250 ,8/9 ,295 000,Nəsimi r.,"Bakı, bugün 10:04",06/15/2022
2 ,75.7 ,,263 814,Sea Breeze ,"Bakı, dünən 14:46",06/15/2022
2 ,71.4 ,,89 262,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022
3 ,121.5 ,,279 335,Bakı,"Bakı, dünən 15:26",06/15/2022
4 ,287 ,,583 184,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
2 ,66 ,4/16 ,147 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,52 ,2/5 ,102 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,50 ,5/5 ,119 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,94 ,14/16 ,135 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,153 ,5/18 ,200 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,85 ,14/18 ,180 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,82 ,3/18 ,120 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,117 ,7/17 ,181 500,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,50 ,5/9 ,64 900,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,180 ,10/16 ,280 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,53 ,13/17 ,98 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,10/20 ,168 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,90 ,3/16 ,130 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,36 ,3/9 ,78 500,9-cu mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,13/19 ,156 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,68 ,8/18 ,120 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,100 ,9/17 ,130 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,220 ,9/20 ,618 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,16/17 ,162 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,50 ,3/5 ,87 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,65 ,6/9 ,80 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,2/9 ,112 000,Azadlıq Prospekti m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,50 ,2/5 ,90 000,Nəsimi r.,"Bakı, dünən 12:03",06/15/2022
3 ,98 ,6/16 ,185 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,168.4 ,12/15 ,387 320,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022
3 ,125.4 ,3/12 ,175 000,Nizami r.,"Bakı, dünən 20:42",06/15/2022
4 ,127 ,16/17 ,169 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,68 ,4/17 ,117 000,Bayıl q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,46 ,,85 100,20 Yanvar m.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,70.9 ,,88 625,Bakı,"Bakı, bugün 10:39",06/15/2022
3 ,95.5 ,,119 387,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,71.4 ,,89 262,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022
3 ,90 ,11/17 ,148 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,60 ,12/13 ,76 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,94 ,2/15 ,161 000,Nizami r.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,118 ,2/18 ,155 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,100 ,3/5 ,190 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,68 ,13/14 ,110 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,141 ,12/19 ,210 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,90 ,6/9 ,119 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,94 ,14/19 ,185 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,75 ,2/9 ,128 000,Xalqlar Dostluğu m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,119 ,4/16 ,270 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,115 ,8/16 ,220 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,78 ,4/5 ,132 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,56 ,6/12 ,75 000,9-cu mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,33 ,2/5 ,79 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,64 ,14/16 ,102 000,Neftçilər m.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,48 ,3/16 ,117 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,51 ,3/10 ,92 500,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,124 ,2/19 ,212 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,70 ,4/5 ,175 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,85 ,5/5 ,94 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,92 ,2/10 ,105 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
5 ,120 ,7/16 ,215 000,Bakmil m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,150 ,14/15 ,180 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,120 ,5/9 ,207 000,İnşaatçılar m.,"Bakı, 12 i̇yun 2022",06/15/2022
5 ,255 ,3/16 ,561 000,Nəsimi r.,"Bakı, 10 i̇yun 2022",06/15/2022
1 ,51 ,10/15 ,63 750,7-ci mikrorayon q.,"Bakı, bugün 12:50",06/15/2022
3 ,85 ,6/9 ,135 000,8-ci mikrorayon q.,"Bakı, 25 may 2022",06/15/2022
2 ,46 ,,85 100,20 Yanvar m.,"Bakı, 08 i̇yun 2022",06/15/2022
5 ,213 ,,404 700,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,217 ,,523 621,Bakı,"Bakı, 19 may 2022",06/15/2022
1 ,45.7 ,,57 112,Bakı,"Bakı, bugün 10:39",06/15/2022
3 ,65 ,4/9 ,123 000,Neftçilər m.,"Bakı, bugün 13:03",06/15/2022
3 ,87 ,15/15 ,205 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,141 ,6/18 ,250 000,8 Noyabr m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,56 ,14/19 ,170 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,75 ,17/19 ,120 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,80 ,8/9 ,125 000,Biləcəri q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,63 ,3/7 ,183 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,156 ,14/19 ,343 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,100 ,4/5 ,137 000,Kubinka q.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,52 ,3/7 ,153 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,89 ,5/10 ,97 500,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,135 ,9/17 ,275 000,Neftçilər m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,113 ,2/10 ,192 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,100 ,4/5 ,179 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,80 ,2/11 ,82 000,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,100 ,4/5 ,159 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,108 ,6/17 ,135 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,66.2 ,12/16 ,115 000,Nərimanov r.,"Bakı, bugün 11:40",06/15/2022
4 ,160 ,6/8 ,350 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,88 ,18/18 ,128 000,8-ci mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,103 ,14/19 ,177 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
5 ,130 ,5/9 ,178 000,8-ci mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,111 ,4/7 ,155 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,46 ,5/5 ,87 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,100.3 ,8/15 ,210 630,Nəriman Nərimanov m.,"Bakı, 05 i̇yun 2022",06/15/2022
3 ,162 ,15/18 ,345 000,Nizami m.,"Bakı, dünən 16:17",06/15/2022
3 ,105 ,11/11 ,180 000,Yasamal r.,"Bakı, 25 may 2022",06/15/2022
2 ,70.2 ,8/14 ,119 340,Nərimanov r.,"Bakı, 04 i̇yun 2022",06/15/2022
4 ,200 ,,380 000,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
2 ,90.5 ,,153 850,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
4 ,154 ,,354 131,Bakı,"Bakı, dünən 15:26",06/15/2022
2 ,70.9 ,,88 625,Bakı,"Bakı, bugün 10:39",06/15/2022
2 ,55 ,15/18 ,77 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,120 ,14/17 ,250 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,141 ,7/8 ,250 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,110 ,3/9 ,190 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,200 ,3/9 ,340 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,135 ,8/17 ,223 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,103 ,19/22 ,129 500,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,110 ,8/16 ,222 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,67.3 ,12/17 ,120 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,73 ,12/16 ,183 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,90 ,11/16 ,123 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,90 ,5/12 ,245 000,İçəri Şəhər m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,70 ,2/4 ,142 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,90 ,10/17 ,95 000,Həzi Aslanov q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,50 ,3/5 ,75 000,Xalqlar Dostluğu m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,110.5 ,14/17 ,230 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,103 ,6/17 ,153 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,48 ,3/9 ,95 000,Gənclik m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,86 ,9/16 ,133 000,4-cü mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,158 ,21/24 ,185 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,136 ,6/14 ,357 000,Sahil m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,100 ,12/14 ,235 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,65 ,4/5 ,123 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,46 ,5/5 ,110 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,126 ,19/20 ,340 000,Nizami m.,"Bakı, 10 i̇yun 2022",06/15/2022
3 ,112 ,5/12 ,158 000,Neftçilər m.,"Bakı, 27 may 2022",06/15/2022
3 ,151 ,18/19 ,229 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,80.5 ,8/9 ,109 439,20 Yanvar m.,"Bakı, 31 may 2022",06/15/2022
1 ,54.1 ,,67 625,Bakı,"Bakı, 07 i̇yun 2022",06/15/2022
1 ,53.4 ,,122 553,Sea Breeze ,"Bakı, bugün 11:47",06/15/2022
5 ,308 ,,571 340,Bakı,"Bakı, 02 i̇yun 2022",06/15/2022
1 ,68.3 ,,116 110,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
4 ,127 ,2/5 ,120 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,39 ,8/17 ,68 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,36 ,1/6 ,55 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,123 ,12/16 ,230 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,68 ,6/17 ,90 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,100 ,5/5 ,110 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,108 ,14/23 ,198 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,110 ,4/9 ,197 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,130 ,17/21 ,189 500,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,56 ,10/16 ,125 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,80 ,9/16 ,160 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,80 ,5/9 ,117 000,9-cu mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,93 ,10/17 ,218 000,Səbail r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,74.5 ,14/16 ,120 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,76 ,3/14 ,132 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,154 ,4/16 ,135 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,100 ,2/4 ,187 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,94 ,5/12 ,155 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,51 ,6/19 ,73 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,34 ,4/5 ,66 500,Binəqədi r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,76.6 ,16/17 ,107 000,Azadlıq Prospekti m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,84 ,5/18 ,115 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,36 ,5/5 ,57 000,Neftçilər m.,"Bakı, bugün 12:38",06/15/2022
4 ,105 ,5/5 ,140 000,Nizami r.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,110 ,3/4 ,279 000,Sahil m.,"Bakı, bugün 14:05",06/15/2022
3 ,110 ,2/18 ,165 000,Yasamal q.,"Bakı, 02 i̇yun 2022",06/15/2022
4 ,165.6 ,2/8 ,239 900,Nərimanov r.,"Bakı, dünən 15:40",06/15/2022
2 ,70 ,6/9 ,89 000,Neftçilər m.,"Bakı, dünən 19:56",06/15/2022
2 ,75.7 ,,173 731,Sea Breeze ,"Bakı, bugün 11:42",06/15/2022
5 ,308 ,,571 340,Bakı,"Bakı, 02 i̇yun 2022",06/15/2022
2 ,73.7 ,,180 638,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
1 ,54.1 ,,67 625,Bakı,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,81 ,8/16 ,160 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,125 ,4/15 ,260 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,55 ,15/17 ,120 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,67 ,10/14 ,150 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,75 ,4/5 ,107 000,Memar Əcəmi m.,"Bakı, bugün 09:43",06/15/2022
3 ,100 ,2/17 ,143 000,8 Noyabr m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,97 ,5/11 ,135 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,110 ,14/16 ,310 000,Gənclik m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,260.3 ,4/20 ,390 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,78.1 ,11/16 ,93 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,91.8 ,4/12 ,160 700,Bayıl q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,6/9 ,99 000,Xalqlar Dostluğu m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,65 ,2/17 ,102 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,90 ,5/18 ,126 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,32 ,1/3 ,75 000,Sahil m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,139.2 ,7/17 ,285 300,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,89.5 ,4/16 ,138 730,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,105 ,12/17 ,237 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,125 ,5/16 ,212 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,90 ,6/7 ,180 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,159 ,7/17 ,318 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,140 ,9/17 ,212 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,100 ,20/27 ,197 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022
5 ,210 ,4/17 ,595 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,112 ,16/17 ,165 000,Nərimanov r.,"Bakı, 11 i̇yun 2022",06/15/2022
2 ,60 ,7/15 ,125 000,Qara Qarayev m.,"Bakı, 31 may 2022",06/15/2022
3 ,130 ,12/15 ,169 000,Nizami r.,"Bakı, 05 i̇yun 2022",06/15/2022
2 ,48 ,17/17 ,72 000,Biləcəri q.,"Bakı, 12 i̇yun 2022",06/15/2022
4 ,154 ,,354 131,Bakı,"Bakı, dünən 15:26",06/15/2022
1 ,54.1 ,,67 625,Bakı,"Bakı, 07 i̇yun 2022",06/15/2022
5 ,308 ,,571 340,Bakı,"Bakı, 02 i̇yun 2022",06/15/2022
3 ,112.4 ,,140 500,Bakı,"Bakı, 27 may 2022",06/15/2022
3 ,130 ,18/19 ,159 000,Neftçilər m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,159 ,12/17 ,352 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,68 ,2/4 ,143 500,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,103 ,11/18 ,130 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,67 ,12/18 ,115 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,50 ,13/17 ,98 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,84 ,9/20 ,128 000,8-ci mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,120 ,5/15 ,210 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,120 ,3/22 ,200 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,60 ,6/9 ,92 000,Köhnə Günəşli q.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,110 ,9/9 ,126 000,Nəsimi m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,90 ,18/19 ,143 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,118 ,4/16 ,210 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
1 ,55 ,7/17 ,115 000,Binəqədi r.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,220 ,14/18 ,444 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,70 ,14/22 ,124 000,Həzi Aslanov q.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,70 ,8/9 ,120 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,70 ,5/9 ,77 000,Suraxanı r.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,76 ,3/16 ,80 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,168 ,12/19 ,270 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,145 ,10/16 ,235 000,8 Noyabr m.,"Bakı, 13 i̇yun 2022",06/15/2022
