num_rooms,size,floor,Price,Location,Date,Today
3 ,138 ,8/20 ,237 000,Gənclik m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,95 ,2/18 ,150 000,9-cu mikrorayon q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,125 ,11/22 ,179 000,20 Yanvar m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,55 ,13/16 ,118 500,Qara Qarayev m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,75 ,3/9 ,130 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,63 ,3/9 ,119 500,Həzi Aslanov m.,"Bakı, 07 i̇yun 2022",06/15/2022
4 ,170 ,17/18 ,185 000,7-ci mikrorayon q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,151 ,11/17 ,185 000,9-cu mikrorayon q.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,34 ,3/5 ,63 000,İnşaatçılar m.,"Bakı, 07 i̇yun 2022",06/15/2022
3 ,98.9 ,13/17 ,158 400,Bayıl q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,100 ,14/17 ,175 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,165 ,6/14 ,400 000,Gənclik m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,69 ,3/5 ,145 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,113 ,5/16 ,200 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,100 ,17/18 ,108 000,Əhmədli m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,75 ,14/18 ,155 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,120 ,17/17 ,190 000,İnşaatçılar m.,"Bakı, 12 i̇yun 2022",06/15/2022
4 ,236 ,14/18 ,295 000,Nəsimi r.,"Bakı, bugün 11:15",06/15/2022
2 ,100.3 ,8/15 ,210 630,Nəriman Nərimanov m.,"Bakı, 05 i̇yun 2022",06/15/2022
3 ,108.1 ,12/13 ,153 500,20 Yanvar m.,"Bakı, 12 i̇yun 2022",06/15/2022
4 ,223 ,,583 145,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
2 ,79.5 ,,99 375,Bakı,"Bakı, dünən 16:11",06/15/2022
3 ,121.5 ,,279 335,Bakı,"Bakı, dünən 15:26",06/15/2022
3 ,217 ,,523 621,Bakı,"Bakı, 19 may 2022",06/15/2022
3 ,94 ,15/18 ,115 000,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,90 ,4/4 ,240 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,50 ,10/15 ,92 000,Nərimanov r.,"Bakı, 09 i̇yun 2022",06/15/2022
1 ,36 ,2/5 ,71 000,Elmlər Akademiyası m.,"Bakı, 07 i̇yun 2022",06/15/2022
3 ,133 ,10/17 ,255 000,Elmlər Akademiyası m.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,48 ,15/20 ,92 000,Yeni Yasamal q.,"Bakı, bugün 11:51",06/15/2022
2 ,65 ,3/18 ,108 000,7-ci mikrorayon q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,185 ,4/16 ,840 000,Səbail r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,70 ,2/4 ,250 000,İçəri Şəhər m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,55 ,6/9 ,82 000,Əhmədli q.,"Bakı, 10 i̇yun 2022",06/15/2022
2 ,70 ,7/9 ,210 000,28 May m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,75 ,3/5 ,230 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,140 ,4/16 ,285 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,100 ,4/4 ,270 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,100 ,3/19 ,200 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,96.5 ,5/16 ,165 000,8 Noyabr m.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,50 ,1/5 ,69 000,Memar Əcəmi m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,50 ,8/9 ,67 000,Xətai r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,128 ,15/17 ,187 000,Gənclik m.,"Bakı, 07 i̇yun 2022",06/15/2022
1 ,54 ,7/9 ,89 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,75 ,3/3 ,85 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,42 ,8/16 ,73 000,Qara Qarayev m.,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,85 ,4/21 ,123 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,85 ,2/9 ,130 000,Qara Qarayev m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,200 ,4/20 ,400 000,Şah İsmayıl Xətai m.,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,105 ,2/16 ,135 000,Həzi Aslanov m.,"Bakı, bugün 11:30",06/15/2022
3 ,120 ,11/16 ,240 000,Səbail r.,"Bakı, dünən 15:19",06/15/2022
2 ,95 ,5/17 ,119 000,Avtovağzal m.,"Bakı, 11 i̇yun 2022",06/15/2022
3 ,217 ,,523 621,Bakı,"Bakı, 19 may 2022",06/15/2022
3 ,121.5 ,,279 335,Bakı,"Bakı, dünən 15:26",06/15/2022
4 ,223 ,,583 145,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
1 ,67.1 ,,124 134,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
3 ,106 ,14/18 ,165 000,8 Noyabr m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,92 ,5/17 ,155 000,Əhmədli q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,220 ,15/16 ,439 000,28 May m.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,75 ,4/7 ,178 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,65 ,8/9 ,87 000,İnşaatçılar m.,"Bakı, 07 i̇yun 2022",06/15/2022
3 ,80 ,2/5 ,160 000,Nəriman Nərimanov m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,210 ,14/18 ,348 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,6/16 ,125 000,Azadlıq Prospekti m.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,50 ,1/9 ,47 000,Hövsan q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,70 ,4/17 ,108 000,7-ci mikrorayon q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,110.6 ,3/16 ,205 000,Şah İsmayıl Xətai m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,120 ,11/17 ,227 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,130 ,5/17 ,250 000,Nəriman Nərimanov m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,170 ,7/18 ,225 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,60 ,11/17 ,142 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,237 ,12/17 ,310 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,65 ,2/19 ,135 000,Həzi Aslanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,96 ,7/17 ,239 999,Nizami m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,110 ,6/9 ,186 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,60 ,9/16 ,97 000,Neftçilər m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,115 ,2/17 ,275 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,184 ,6/15 ,322 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,95 ,15/16 ,122 000,Həzi Aslanov m.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,70 ,7/9 ,140 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,141 ,3/8 ,650 000,Nardaran q.,"Bakı, 12 i̇yun 2022",06/15/2022
2 ,108 ,16/19 ,138 000,Xətai r.,"Bakı, 03 i̇yun 2022",06/15/2022
3 ,115 ,15/17 ,283 000,Nəriman Nərimanov m.,"Bakı, 12 i̇yun 2022",06/15/2022
2 ,50 ,15/17 ,99 000,Bayıl q.,"Bakı, dünən 17:47",06/15/2022
2 ,74.3 ,,104 777,Yasamal r.,"Bakı, 31 may 2022",06/15/2022
1 ,46.4 ,,67 294,Yasamal r.,"Bakı, 31 may 2022",06/15/2022
1 ,64.1 ,,147 109,Sea Breeze ,"Bakı, bugün 11:47",06/15/2022
1 ,46.1 ,,160 658,Sea Breeze ,"Bakı, dünən 14:47",06/15/2022
2 ,52 ,5/5 ,76 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,51 ,4/7 ,83 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,145 ,12/17 ,229 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,134 ,15/16 ,255 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,65 ,2/4 ,250 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,50 ,4/4 ,150 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,60 ,10/11 ,85 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,57 ,15/18 ,85 000,Köhnə Günəşli q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,65 ,2/5 ,95 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,90 ,2/4 ,250 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,85 ,5/16 ,145 000,28 May m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,135 ,9/17 ,150 000,Xətai r.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,40 ,4/5 ,61 000,Neftçilər m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,143 ,8/14 ,243 000,Kubinka q.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,33 ,2/5 ,79 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,36 ,3/5 ,105 000,İçəri Şəhər m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,125 ,6/14 ,165 000,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,45 ,9/9 ,55 000,Həzi Aslanov m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,65 ,5/9 ,95 000,Xətai r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,87 ,6/16 ,135 000,Əhmədli m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,60 ,3/5 ,118 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,32 ,2/5 ,67 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,97 ,10/15 ,155 000,Memar Əcəmi m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,103 ,11/12 ,95 000,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,90.5 ,14/20 ,176 475,Şah İsmayıl Xətai m.,"Bakı, 09 i̇yun 2022",06/15/2022
2 ,70 ,16/18 ,153 000,Nəriman Nərimanov m.,"Bakı, 11 i̇yun 2022",06/15/2022
2 ,66 ,18/18 ,86 000,Yeni Yasamal q.,"Bakı, dünən 14:13",06/15/2022
3 ,129 ,5/15 ,189 000,Neftçilər m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,75.7 ,,173 731,Sea Breeze ,"Bakı, bugün 11:42",06/15/2022
1 ,69.7 ,,104 550,28 May m.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,79.5 ,,99 375,Bakı,"Bakı, dünən 16:11",06/15/2022
1 ,46.4 ,,67 294,Yasamal r.,"Bakı, 31 may 2022",06/15/2022
3 ,83 ,1/9 ,87 000,Bakıxanov q.,"Bakı, dünən 20:47",06/15/2022
4 ,220 ,11/17 ,440 000,Nizami m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,65 ,6/17 ,107 000,Əhmədli m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,68 ,4/16 ,120 000,Nizami r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,141 ,3/4 ,260 000,28 May m.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,60 ,9/16 ,97 000,Neftçilər m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,9/9 ,118 000,Xalqlar Dostluğu m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,70 ,3/5 ,103 500,Gənclik m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,60 ,10/18 ,108 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,90 ,5/16 ,180 000,Şah İsmayıl Xətai m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,85 ,4/9 ,115 000,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,105 ,5/17 ,260 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,153 ,5/16 ,450 000,Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,60 ,14/18 ,115 000,20 Yanvar m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,68 ,16/17 ,130 000,Qara Qarayev m.,"Bakı, 11 i̇yun 2022",06/15/2022
2 ,90 ,18/21 ,162 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,115 ,4/20 ,200 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,110 ,8/18 ,193 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,84 ,19/20 ,200 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,74 ,4/6 ,130 000,28 May m.,"Bakı, 11 i̇yun 2022",06/15/2022
4 ,236 ,12/16 ,330 400,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,160 ,11/21 ,193 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,154 ,4/8 ,265 000,Xətai r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,112 ,4/20 ,245 000,Şah İsmayıl Xətai m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,165.6 ,2/8 ,239 900,Nərimanov r.,"Bakı, dünən 15:40",06/15/2022
2 ,54 ,3/5 ,92 000,Memar Əcəmi m.,"Bakı, 04 i̇yun 2022",06/15/2022
2 ,106 ,9/15 ,220 000,Nəsimi r.,"Bakı, 09 i̇yun 2022",06/15/2022
4 ,186 ,9/16 ,550 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,134.5 ,,201 750,28 May m.,"Bakı, 10 i̇yun 2022",06/15/2022
3 ,217 ,,523 621,Bakı,"Bakı, 19 may 2022",06/15/2022
1 ,64.1 ,,147 109,Sea Breeze ,"Bakı, bugün 11:47",06/15/2022
3 ,241 ,,583 220,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,175 ,4/18 ,300 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,25 ,7/16 ,120 000,8-ci kilometr q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,165 ,5/17 ,375 000,Nəsimi r.,"Bakı, dünən 12:38",06/15/2022
3 ,100 ,6/16 ,135 000,Nəsimi m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,230 ,7/17 ,460 000,28 May m.,"Bakı, dünən 12:38",06/15/2022
3 ,105 ,12/17 ,215 000,Nərimanov r.,"Bakı, dünən 12:09",06/15/2022
1 ,77 ,4/7 ,123 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,3/5 ,123 000,Həzi Aslanov m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,65 ,1/5 ,85 000,Nərimanov r.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,74 ,3/22 ,130 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,75 ,2/9 ,120 000,Əhmədli q.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,73.3 ,5/15 ,115 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,65 ,5/5 ,118 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,45 ,2/5 ,82 500,Xalqlar Dostluğu m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,60 ,1/4 ,70 000,Mehdiabad q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,135 ,10/17 ,255 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,145 ,17/19 ,231 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,2/9 ,118 000,Xalqlar Dostluğu m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,165 ,3/16 ,300 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,93.2 ,3/17 ,186 000,Bayıl q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,149 ,8/16 ,255 000,28 May m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,60 ,9/18 ,120 000,8 Noyabr m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,97 ,3/11 ,136 000,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,118 ,8/14 ,208 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,186 ,9/16 ,550 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,119 ,8/16 ,278 000,Kubinka q.,"Bakı, dünən 18:44",06/15/2022
2 ,81 ,3/7 ,270 000,Nardaran q.,"Bakı, dünən 23:19",06/15/2022
3 ,149 ,11/18 ,319 000,Nərimanov r.,"Bakı, dünən 15:40",06/15/2022
2 ,65.2 ,,260 474,Sea Breeze ,"Bakı, dünən 14:47",06/15/2022
1 ,50.4 ,,63 012,Bakı,"Bakı, dünən 16:11",06/15/2022
1 ,47 ,,58 750,Bakı,"Bakı, dünən 16:12",06/15/2022
2 ,71.4 ,,89 262,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022
3 ,60 ,4/9 ,78 000,Yeni Günəşli q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,60 ,3/5 ,98 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,99 ,9/12 ,130 000,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,97 ,9/16 ,196 000,8-ci mikrorayon q.,"Bakı, 07 i̇yun 2022",06/15/2022
3 ,145 ,12/16 ,290 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,103 ,6/18 ,175 000,Həzi Aslanov m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,50 ,4/5 ,91 500,Memar Əcəmi m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,45 ,3/5 ,75 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,60 ,4/4 ,80 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,68 ,1/9 ,125 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,100 ,9/9 ,92 000,Qaraçuxur q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,208 ,7/16 ,310 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,105 ,12/16 ,121 000,Qaraçuxur q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,100 ,3/5 ,140 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,37 ,5/5 ,65 500,Elmlər Akademiyası m.,"Bakı, 11 i̇yun 2022",06/15/2022
4 ,80 ,8/9 ,120 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,105 ,4/16 ,110 000,Qaraçuxur q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,105 ,2/12 ,115 000,Qaraçuxur q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,190 ,10/18 ,313 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,60 ,15/19 ,65 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,35 ,3/5 ,63 000,Neftçilər m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,7/9 ,109 000,Həzi Aslanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,86 ,1/9 ,115 500,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,141 ,17/19 ,420 000,Şah İsmayıl Xətai m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,100.3 ,8/15 ,210 630,Nəriman Nərimanov m.,"Bakı, 05 i̇yun 2022",06/15/2022
1 ,53 ,3/18 ,71 000,Həzi Aslanov m.,"Bakı, 12 i̇yun 2022",06/15/2022
4 ,194.5 ,3/16 ,427 900,Nəsimi r.,"Bakı, 10 i̇yun 2022",06/15/2022
3 ,103.5 ,15/16 ,190 000,Qara Qarayev m.,"Bakı, 08 i̇yun 2022",06/15/2022
1 ,69.7 ,,104 550,28 May m.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,70.9 ,,88 625,Bakı,"Bakı, bugün 10:39",06/15/2022
3 ,110.3 ,,209 494,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
1 ,67.1 ,,124 134,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
5 ,200 ,7/8 ,720 000,Xətai r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,145 ,14/16 ,275 000,28 May m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,70 ,8/14 ,175 000,28 May m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,2/5 ,200 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,155 ,4/19 ,250 000,Nizami m.,"Bakı, 07 i̇yun 2022",06/15/2022
1 ,35 ,4/5 ,71 000,Yasamal r.,"Bakı, 10 i̇yun 2022",06/15/2022
6 ,230 ,12/13 ,300 000,20 Yanvar m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,61 ,10/16 ,88 000,İnşaatçılar m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,122 ,4/17 ,215 000,8-ci mikrorayon q.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,204 ,15/18 ,430 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,198 ,3/16 ,307 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,156 ,17/19 ,280 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,70 ,5/5 ,110 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,95 ,11/15 ,129 000,8-ci kilometr q.,"Bakı, dünən 20:18",06/15/2022
4 ,170 ,17/19 ,285 000,8 Noyabr m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,2/5 ,520 000,İçəri Şəhər m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,67 ,7/20 ,142 000,Gənclik m.,"Bakı, dünən 00:30",06/15/2022
2 ,76 ,5/19 ,165 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
1 ,40 ,5/5 ,65 000,Yasamal r.,"Bakı, 09 i̇yun 2022",06/15/2022
4 ,235 ,9/18 ,450 000,Nəriman Nərimanov m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,124 ,16/21 ,235 000,Yasamal q.,"Bakı, 08 i̇yun 2022",06/15/2022
2 ,63 ,1/5 ,87 000,Neftçilər m.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,67 ,6/17 ,87 000,Xətai r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,142 ,6/16 ,248 000,Nizami m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,120 ,11/16 ,240 000,Səbail r.,"Bakı, dünən 15:19",06/15/2022
6 ,150 ,1/5 ,230 000,Azadlıq Prospekti m.,"Bakı, 03 i̇yun 2022",06/15/2022
2 ,76 ,8/20 ,115 000,Yeni Yasamal q.,"Bakı, 08 i̇yun 2022",06/15/2022
3 ,135 ,11/12 ,133 000,Yeni Yasamal q.,"Bakı, 11 i̇yun 2022",06/15/2022
3 ,127.4 ,,235 690,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
5 ,213 ,,404 700,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,72.1 ,,165 469,Sea Breeze ,"Bakı, bugün 11:42",06/15/2022
1 ,50.8 ,,63 500,Bakı,"Bakı, dünən 16:11",06/15/2022
3 ,102 ,15/17 ,160 000,Nəriman Nərimanov m.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,200.8 ,4/17 ,326 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,212 ,12/18 ,500 000,Elmlər Akademiyası m.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,55 ,2/5 ,83 000,Xalqlar Dostluğu m.,"Bakı, dünən 12:02",06/15/2022
3 ,65 ,5/5 ,230 000,Səbail r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,200 ,11/24 ,260 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,160 ,5/16 ,450 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,50 ,2/9 ,59 900,Biləcəri q.,"Bakı, bugün 11:49",06/15/2022
3 ,89 ,11/23 ,170 000,Bakıxanov q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,4/9 ,115 000,Yeni Yasamal q.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,136 ,8/12 ,172 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,101 ,8/9 ,123 000,Binəqədi r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,309 ,3/3 ,1 200 000,Sahil m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,57 ,5/9 ,84 000,Nizami r.,"Bakı, dünən 12:03",06/15/2022
1 ,33 ,5/5 ,65 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,80 ,6/9 ,190 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,156 ,18/21 ,185 000,Nəsimi r.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,55 ,5/15 ,113 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,102.5 ,7/17 ,168 000,Yasamal r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,133 ,4/17 ,170 000,8-ci mikrorayon q.,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,154 ,15/18 ,495 000,Elmlər Akademiyası m.,"Bakı, 06 i̇yun 2022",06/15/2022
