location,city,object_type,bill_num,mortgage_num,price_cleaned,rooms_cleaned_num,size_cleaned_num,floor_current_num,floor_max_num,floor_ratio
Xalqlar Dostluğu m.,baki,menziller/kohne-tikili,1,0,87000,3.0,58.0,1.0,5.0,0.2
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,0,15000,1.0,20.0,9.0,9.0,1.0
Yasamal q.,baki,menziller/kohne-tikili,1,1,65000,1.0,33.0,4.0,5.0,0.8
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,110000,3.0,67.0,4.0,5.0,0.8
Nərimanov r.,baki,menziller/kohne-tikili,1,0,95000,3.0,75.0,1.0,5.0,0.2
8 Noyabr m.,baki,menziller/kohne-tikili,1,0,97000,3.0,97.0,3.0,5.0,0.6
Nərimanov r.,baki,menziller/kohne-tikili,1,0,195000,4.0,110.0,7.0,9.0,0.7777777777777778
Bakıxanov q.,baki,menziller/kohne-tikili,1,1,110000,3.0,75.0,4.0,9.0,0.4444444444444444
Əhmədli m.,baki,menziller/kohne-tikili,1,1,125000,4.0,90.0,8.0,9.0,0.8888888888888888
Həzi Aslanov q.,baki,menziller/kohne-tikili,1,0,87000,2.0,60.0,9.0,9.0,1.0
Binəqədi r.,baki,menziller/kohne-tikili,1,0,120000,3.0,125.0,3.0,9.0,0.3333333333333333
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,92000,2.0,45.0,2.0,5.0,0.4
Əhmədli q.,baki,menziller/kohne-tikili,1,1,148000,3.0,72.5,6.0,9.0,0.6666666666666666
İçəri Şəhər m.,baki,menziller/kohne-tikili,1,0,110000,2.0,52.0,1.0,2.0,0.5
Nərimanov r.,baki,menziller/kohne-tikili,1,0,72000,2.0,35.0,4.0,5.0,0.8
9-cu mikrorayon q.,baki,menziller/kohne-tikili,1,0,125000,3.0,85.0,9.0,9.0,1.0
Memar Əcəmi m.,baki,menziller/kohne-tikili,0,0,110000,3.0,75.0,5.0,9.0,0.5555555555555556
Həzi Aslanov q.,baki,menziller/kohne-tikili,1,0,72000,3.0,60.0,1.0,5.0,0.2
Yeni Yasamal q.,baki,menziller/kohne-tikili,1,1,69000,2.0,32.0,4.0,9.0,0.4444444444444444
Köhnə Günəşli q.,baki,menziller/kohne-tikili,1,0,103000,3.0,82.0,5.0,9.0,0.5555555555555556
Həzi Aslanov q.,baki,menziller/kohne-tikili,1,0,98000,3.0,70.0,2.0,9.0,0.2222222222222222
Nərimanov r.,baki,menziller/kohne-tikili,1,0,180000,4.0,120.0,4.0,5.0,0.8
8-ci kilometr q.,baki,menziller/kohne-tikili,1,0,81000,2.0,52.0,1.0,5.0,0.2
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,1,175000,4.0,100.5,3.0,10.0,0.3
Hövsan q.,baki,menziller/kohne-tikili,1,0,80000,3.0,68.0,8.0,9.0,0.8888888888888888
28 May m.,baki,menziller/kohne-tikili,1,0,325000,3.0,85.0,3.0,10.0,0.3
Neftçilər m.,baki,menziller,1,0,265000,3.0,143.0,8.0,17.0,0.47058823529411764
Nizami m.,baki,menziller,1,1,270000,3.0,135.6,5.0,10.0,0.5
Nərimanov r.,baki,menziller,0,0,388000,4.0,220.0,15.0,17.0,0.8823529411764706
7-ci mikrorayon q.,baki,menziller,0,0,100000,2.0,80.0,9.0,15.0,0.6
Bakı,baki,menziller,0,0,377729,4.0,164.2,,,
Bakı,baki,menziller,0,0,180638,2.0,73.7,,,
Bakı,baki,menziller,0,0,89262,2.0,71.4,,,
Bakı,baki,menziller,0,0,86640,1.0,45.6,,,
Əhmədli m.,baki,menziller,1,0,112000,2.0,70.0,4.0,17.0,0.23529411764705882
Nəsimi r.,baki,menziller,1,0,375000,4.0,180.0,12.0,17.0,0.7058823529411765
Nərimanov r.,baki,menziller,0,0,141000,2.0,73.0,7.0,17.0,0.4117647058823529
Gənclik m.,baki,menziller,1,0,123000,3.0,71.0,2.0,5.0,0.4
8 Noyabr m.,baki,menziller,1,1,165000,2.0,67.0,4.0,17.0,0.23529411764705882
Əhmədli q.,baki,menziller,1,0,160000,3.0,143.0,12.0,17.0,0.7058823529411765
Sahil m.,baki,menziller,1,1,274000,4.0,115.0,3.0,4.0,0.75
Nizami r.,baki,menziller,1,0,108000,2.0,67.0,12.0,18.0,0.6666666666666666
Nizami m.,baki,menziller,1,0,260000,3.0,138.0,14.0,17.0,0.8235294117647058
Xətai r.,baki,menziller,1,0,132000,3.0,75.0,12.0,20.0,0.6
Xalqlar Dostluğu m.,baki,menziller,1,1,100000,3.0,75.0,2.0,5.0,0.4
Yeni Yasamal q.,baki,menziller,1,1,125000,3.0,80.0,4.0,9.0,0.4444444444444444
Əhmədli m.,baki,menziller,1,0,95000,2.0,64.0,14.0,16.0,0.875
Əhmədli q.,baki,menziller,1,0,152000,3.0,136.0,9.0,17.0,0.5294117647058824
Binəqədi r.,baki,menziller,1,0,87500,2.0,70.0,4.0,4.0,1.0
Elmlər Akademiyası m.,baki,menziller,0,0,217000,2.0,114.0,9.0,18.0,0.5
Sahil m.,baki,menziller,1,0,350000,3.0,122.0,3.0,5.0,0.6
Yasamal r.,baki,menziller,1,0,240000,3.0,142.0,2.0,17.0,0.11764705882352941
Neftçilər m.,baki,menziller,1,0,125000,2.0,89.0,9.0,17.0,0.5294117647058824
Xətai r.,baki,menziller,1,0,82000,2.0,65.0,17.0,17.0,1.0
Ağ şəhər q.,baki,menziller,0,0,243000,3.0,135.0,3.0,7.0,0.42857142857142855
Nəriman Nərimanov m.,baki,menziller,1,0,250000,3.0,154.0,10.0,18.0,0.5555555555555556
Yasamal q.,baki,menziller,0,0,145000,2.0,106.0,27.0,27.0,1.0
Nərimanov r.,baki,menziller,0,0,130000,1.0,72.0,11.0,14.0,0.7857142857142857
7-ci mikrorayon q.,baki,menziller/yeni-tikili,1,1,93000,2.0,55.0,18.0,18.0,1.0
Nərimanov r.,baki,menziller/yeni-tikili,1,1,255850,4.0,146.2,5.0,16.0,0.3125
Nardaran q.,baki,menziller/yeni-tikili,1,1,165240,2.0,72.0,2.0,7.0,0.2857142857142857
Azadlıq Prospekti m.,baki,menziller/yeni-tikili,1,0,205000,3.0,154.0,15.0,18.0,0.8333333333333334
Bakı,baki,menziller/yeni-tikili,0,0,86640,1.0,45.6,,,
Bakı,baki,menziller/yeni-tikili,0,0,235690,3.0,127.4,,,
Bakı,baki,menziller/yeni-tikili,0,0,67625,1.0,54.1,,,
Bakı,baki,menziller/yeni-tikili,0,0,119387,3.0,95.5,,,
Gənclik m.,baki,menziller/yeni-tikili,1,1,360000,4.0,184.0,7.0,12.0,0.5833333333333334
Nərimanov r.,baki,menziller/yeni-tikili,0,0,91000,1.0,55.0,4.0,16.0,0.25
Sahil m.,baki,menziller/yeni-tikili,1,0,495000,3.0,156.0,2.0,10.0,0.2
Nəsimi r.,baki,menziller/yeni-tikili,0,0,390000,3.0,146.0,13.0,16.0,0.8125
Xətai r.,baki,menziller/yeni-tikili,1,0,187000,3.0,130.0,10.0,13.0,0.7692307692307693
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,0,0,290000,3.0,150.0,3.0,7.0,0.42857142857142855
Nərimanov r.,baki,menziller/yeni-tikili,1,0,288000,3.0,139.0,11.0,17.0,0.6470588235294118
9-cu mikrorayon q.,baki,menziller/yeni-tikili,0,0,190000,3.0,118.0,14.0,17.0,0.8235294117647058
Masazır q.,baki,menziller/yeni-tikili,1,0,55000,1.0,42.3,8.0,9.0,0.8888888888888888
Masazır q.,baki,menziller/yeni-tikili,1,0,51500,3.0,59.0,6.0,6.0,1.0
Nizami r.,baki,menziller/yeni-tikili,1,1,207000,3.0,171.0,3.0,17.0,0.17647058823529413
20 Yanvar m.,baki,menziller/yeni-tikili,1,0,88000,2.0,55.0,10.0,19.0,0.5263157894736842
Kubinka q.,baki,menziller/yeni-tikili,1,1,117000,2.0,51.0,5.0,20.0,0.25
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,1,0,370000,4.0,230.0,6.0,8.0,0.75
Yasamal r.,baki,menziller/yeni-tikili,1,1,86000,2.0,50.0,2.0,18.0,0.1111111111111111
Qara Qarayev m.,baki,menziller/yeni-tikili,0,0,115900,2.0,75.0,6.0,17.0,0.35294117647058826
Bakıxanov q.,baki,menziller/yeni-tikili,1,0,125000,3.0,113.0,2.0,20.0,0.1
20 Yanvar m.,baki,menziller/yeni-tikili,1,0,172000,3.0,125.0,13.0,18.0,0.7222222222222222
9-cu mikrorayon q.,baki,menziller/yeni-tikili,0,0,171000,3.0,132.0,14.0,17.0,0.8235294117647058
Nərimanov r.,baki,menziller/yeni-tikili,1,1,389000,3.0,185.0,5.0,15.0,0.3333333333333333
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,1,0,340000,3.0,133.0,15.0,16.0,0.9375
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,1,1,284000,3.0,150.0,5.0,16.0,0.3125
Masazır q.,baki,menziller/yeni-tikili,0,0,55000,2.0,49.0,2.0,8.0,0.25
Yasamal r.,baki,menziller/yeni-tikili,0,0,145000,2.0,96.0,20.0,20.0,1.0
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,1,168000,4.0,90.0,8.0,9.0,0.8888888888888888
Əhmədli m.,baki,menziller/kohne-tikili,1,0,103000,3.0,80.0,3.0,9.0,0.3333333333333333
Neftçilər m.,baki,menziller/kohne-tikili,1,1,107000,3.0,63.0,5.0,5.0,1.0
Xətai r.,baki,menziller/kohne-tikili,1,0,84500,2.0,60.0,7.0,9.0,0.7777777777777778
Xalqlar Dostluğu m.,baki,menziller/kohne-tikili,1,0,85500,2.0,60.0,8.0,9.0,0.8888888888888888
20 Yanvar m.,baki,menziller/kohne-tikili,1,0,110000,3.0,70.0,5.0,9.0,0.5555555555555556
Nərimanov r.,baki,menziller/kohne-tikili,1,0,95000,2.0,42.0,2.0,5.0,0.4
Nizami r.,baki,menziller/kohne-tikili,1,0,56000,2.0,40.0,1.0,5.0,0.2
Şah İsmayıl Xətai m.,baki,menziller/kohne-tikili,1,0,160000,4.0,100.0,1.0,4.0,0.25
Sahil m.,baki,menziller/kohne-tikili,1,1,249000,3.0,90.0,4.0,5.0,0.8
28 May m.,baki,menziller/kohne-tikili,1,1,165000,2.0,70.0,5.0,12.0,0.4166666666666667
28 May m.,baki,menziller/kohne-tikili,1,0,145000,2.0,75.0,4.0,5.0,0.8
Nəsimi m.,baki,menziller/kohne-tikili,1,0,130000,3.0,85.0,7.0,8.0,0.875
Səbail r.,baki,menziller/kohne-tikili,1,0,274000,3.0,120.0,3.0,3.0,1.0
Yasamal r.,baki,menziller/kohne-tikili,1,0,87000,2.0,70.0,5.0,5.0,1.0
Nərimanov r.,baki,menziller/kohne-tikili,1,0,112000,2.0,70.0,6.0,9.0,0.6666666666666666
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,1,120000,3.0,85.0,7.0,9.0,0.7777777777777778
Əhmədli q.,baki,menziller/kohne-tikili,1,0,121000,5.0,105.0,6.0,9.0,0.6666666666666666
Hövsan q.,baki,menziller/kohne-tikili,1,0,65000,2.0,52.0,3.0,9.0,0.3333333333333333
Nəsimi r.,baki,menziller/kohne-tikili,1,1,112000,3.0,70.0,4.0,9.0,0.4444444444444444
Əhmədli m.,baki,menziller/kohne-tikili,1,0,73000,2.0,55.0,7.0,9.0,0.7777777777777778
Nəsimi r.,baki,menziller/kohne-tikili,1,0,125000,3.0,75.0,1.0,5.0,0.2
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,165000,3.0,80.0,2.0,4.0,0.5
Nəsimi r.,baki,menziller/kohne-tikili,1,0,200000,5.0,130.0,2.0,4.0,0.5
Yeni Yasamal q.,baki,menziller/kohne-tikili,1,1,68000,2.0,50.0,4.0,9.0,0.4444444444444444
Yeni Yasamal q.,baki,menziller/kohne-tikili,1,1,68000,2.0,45.0,4.0,9.0,0.4444444444444444
Yeni Yasamal q.,baki,menziller/kohne-tikili,1,0,84000,2.0,65.0,1.0,9.0,0.1111111111111111
Əhmədli m.,baki,menziller/kohne-tikili,0,0,95000,2.0,55.0,5.0,9.0,0.5555555555555556
İnşaatçılar m.,baki,menziller,0,0,160000,3.0,90.0,8.0,9.0,0.8888888888888888
Əhmədli m.,baki,menziller,1,1,82000,2.0,64.0,3.0,19.0,0.15789473684210525
Nərimanov r.,baki,menziller,0,0,205000,2.0,75.0,7.0,15.0,0.4666666666666667
Nəsimi r.,baki,menziller,0,0,300000,3.0,125.0,10.0,17.0,0.5882352941176471
Bakı,baki,menziller,0,0,88625,2.0,70.9,,,
Bakı,baki,menziller,0,0,119387,3.0,95.5,,,
Bakı,baki,menziller,0,0,133106,1.0,61.9,,,
Bakı,baki,menziller,0,0,209494,3.0,110.3,,,
Həzi Aslanov m.,baki,menziller,1,0,180000,3.0,148.0,2.0,17.0,0.11764705882352941
28 May m.,baki,menziller,1,0,600000,4.0,210.0,8.0,18.0,0.4444444444444444
9-cu mikrorayon q.,baki,menziller,0,0,125000,3.0,92.0,12.0,18.0,0.6666666666666666
28 May m.,baki,menziller,1,0,379500,4.0,230.0,10.0,16.0,0.625
Qara Qarayev m.,baki,menziller,0,0,110000,2.0,53.0,10.0,17.0,0.5882352941176471
Həzi Aslanov m.,baki,menziller,1,0,115000,2.0,82.0,15.0,20.0,0.75
20 Yanvar m.,baki,menziller,1,0,130000,3.0,90.0,9.0,16.0,0.5625
Neftçilər m.,baki,menziller,1,0,118000,2.0,72.0,12.0,18.0,0.6666666666666666
Xalqlar Dostluğu m.,baki,menziller,0,0,250000,4.0,142.0,12.0,17.0,0.7058823529411765
Nəsimi r.,baki,menziller,0,0,123000,1.0,76.7,11.0,17.0,0.6470588235294118
Nərimanov r.,baki,menziller,1,1,203000,3.0,123.0,9.0,18.0,0.5
Memar Əcəmi m.,baki,menziller,1,1,113000,3.0,80.0,9.0,9.0,1.0
Yasamal r.,baki,menziller,0,0,239000,3.0,105.0,14.0,27.0,0.5185185185185185
Xalqlar Dostluğu m.,baki,menziller,0,0,240000,4.0,142.0,16.0,17.0,0.9411764705882353
Xətai r.,baki,menziller,0,0,159000,3.0,93.0,3.0,17.0,0.17647058823529413
Əhmədli m.,baki,menziller,1,1,97900,3.0,70.0,8.0,11.0,0.7272727272727273
Əhmədli q.,baki,menziller,1,0,230000,4.0,153.0,8.0,20.0,0.4
Bayıl q.,baki,menziller,1,0,111500,2.0,70.0,6.0,17.0,0.35294117647058826
Həzi Aslanov m.,baki,menziller,1,0,165000,3.0,108.0,10.0,19.0,0.5263157894736842
Nəsimi r.,baki,menziller,1,0,180000,3.0,152.0,21.0,22.0,0.9545454545454546
Əhmədli q.,baki,menziller,1,0,135000,3.0,80.0,12.0,20.0,0.6
Nəsimi r.,baki,menziller,1,1,165000,3.0,115.0,17.0,18.0,0.9444444444444444
Həzi Aslanov m.,baki,menziller,1,0,130000,4.0,100.0,6.0,9.0,0.6666666666666666
Nərimanov r.,baki,menziller,0,0,169000,3.0,90.0,6.0,16.0,0.375
Xətai r.,baki,menziller/yeni-tikili,1,0,147500,3.0,139.0,11.0,16.0,0.6875
Nəsimi r.,baki,menziller/yeni-tikili,1,0,510000,3.0,175.0,6.0,17.0,0.35294117647058826
Nərimanov r.,baki,menziller/yeni-tikili,1,1,263330,3.0,165.6,4.0,14.0,0.2857142857142857
Xətai r.,baki,menziller/yeni-tikili,0,0,129000,3.0,147.0,8.0,13.0,0.6153846153846154
Bakı,baki,menziller/yeni-tikili,0,0,126375,3.0,101.1,,,
Bakı,baki,menziller/yeni-tikili,0,0,153850,2.0,90.5,,,
Gənclik m.,baki,menziller/yeni-tikili,0,0,275364,3.0,153.0,,,
Bakı,baki,menziller/yeni-tikili,0,0,380000,4.0,200.0,,,
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,1,1,155000,2.0,82.0,5.0,17.0,0.29411764705882354
Nizami m.,baki,menziller/yeni-tikili,1,1,157000,2.0,94.0,3.0,16.0,0.1875
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,0,380000,4.0,164.0,12.0,16.0,0.75
Binəqədi r.,baki,menziller/yeni-tikili,1,0,107000,1.0,75.0,6.0,18.0,0.3333333333333333
9-cu mikrorayon q.,baki,menziller/yeni-tikili,1,1,135000,2.0,85.0,9.0,17.0,0.5294117647058824
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,1,0,197000,4.0,103.0,8.0,16.0,0.5
Nəsimi r.,baki,menziller/yeni-tikili,1,0,319000,3.0,110.0,14.0,16.0,0.875
Nəsimi r.,baki,menziller/yeni-tikili,1,0,194500,3.0,112.0,8.0,18.0,0.4444444444444444
Nəsimi r.,baki,menziller/yeni-tikili,1,1,240000,3.0,145.0,2.0,15.0,0.13333333333333333
İnşaatçılar m.,baki,menziller/yeni-tikili,1,0,140000,2.0,60.0,18.0,21.0,0.8571428571428571
Neftçilər m.,baki,menziller/yeni-tikili,1,0,160000,3.0,105.0,11.0,16.0,0.6875
İnşaatçılar m.,baki,menziller/yeni-tikili,1,0,250000,4.0,147.0,4.0,24.0,0.16666666666666666
Nəsimi r.,baki,menziller/yeni-tikili,0,0,149000,2.0,70.0,5.0,17.0,0.29411764705882354
Nəsimi r.,baki,menziller/yeni-tikili,0,0,101000,1.0,62.0,4.0,16.0,0.25
Yasamal q.,baki,menziller/yeni-tikili,0,0,290000,4.0,155.0,7.0,17.0,0.4117647058823529
Nərimanov r.,baki,menziller/yeni-tikili,1,1,126000,2.0,71.0,14.0,17.0,0.8235294117647058
Xətai r.,baki,menziller/yeni-tikili,0,0,157500,3.0,135.0,5.0,16.0,0.3125
Masazır q.,baki,menziller/yeni-tikili,1,0,82000,3.0,90.0,3.0,6.0,0.5
Nəsimi r.,baki,menziller/yeni-tikili,1,0,310000,3.0,157.0,14.0,14.0,1.0
Masazır q.,baki,menziller/yeni-tikili,1,0,76500,3.0,72.4,6.0,10.0,0.6
Bayıl q.,baki,menziller/yeni-tikili,1,0,117999,5.0,110.0,2.0,5.0,0.4
Nəsimi r.,baki,menziller/yeni-tikili,1,0,390000,4.0,178.0,4.0,19.0,0.21052631578947367
Yasamal q.,baki,menziller/yeni-tikili,1,0,250000,3.0,155.0,14.0,17.0,0.8235294117647058
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,1,125000,3.0,80.0,17.0,17.0,1.0
Sahil m.,baki,menziller/kohne-tikili,1,0,230000,3.0,65.0,5.0,5.0,1.0
Gənclik m.,baki,menziller/kohne-tikili,1,0,111500,2.0,80.0,2.0,5.0,0.4
28 May m.,baki,menziller/kohne-tikili,1,0,85000,2.0,46.5,2.0,2.0,1.0
28 May m.,baki,menziller/kohne-tikili,1,0,118000,2.0,53.9,2.0,6.0,0.3333333333333333
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,63500,2.0,31.0,5.0,5.0,1.0
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,143000,3.0,70.0,4.0,5.0,0.8
28 May m.,baki,menziller/kohne-tikili,1,0,105000,2.0,50.0,4.0,4.0,1.0
Xətai r.,baki,menziller/kohne-tikili,1,0,120000,4.0,110.0,5.0,9.0,0.5555555555555556
M.Ə.Rəsulzadə q.,baki,menziller/kohne-tikili,1,1,73000,2.0,60.0,6.0,9.0,0.6666666666666666
Nizami m.,baki,menziller/kohne-tikili,1,0,180000,3.0,85.0,8.0,16.0,0.5
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,76000,2.0,55.0,1.0,5.0,0.2
Yeni Yasamal q.,baki,menziller/kohne-tikili,1,0,90000,2.0,60.0,5.0,10.0,0.5
Sahil m.,baki,menziller/kohne-tikili,1,0,330000,3.0,105.0,2.0,5.0,0.4
Yeni Yasamal q.,baki,menziller/kohne-tikili,1,0,68000,2.0,45.0,4.0,9.0,0.4444444444444444
Yasamal r.,baki,menziller/kohne-tikili,1,0,125000,3.0,90.0,6.0,9.0,0.6666666666666666
7-ci mikrorayon q.,baki,menziller/kohne-tikili,1,0,91000,2.0,50.0,2.0,5.0,0.4
Dərnəgül m.,baki,menziller/kohne-tikili,1,0,65000,2.0,40.0,4.0,5.0,0.8
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,83000,2.0,55.0,1.0,5.0,0.2
Nəriman Nərimanov m.,baki,menziller/kohne-tikili,1,0,124999,3.0,85.0,1.0,5.0,0.2
28 May m.,baki,menziller/kohne-tikili,1,0,137000,2.0,60.0,4.0,6.0,0.6666666666666666
Gənclik m.,baki,menziller/kohne-tikili,1,1,93500,2.0,60.0,6.0,9.0,0.6666666666666666
Ələt q.,baki,menziller/kohne-tikili,1,0,21000,1.0,31.0,3.0,5.0,0.6
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,1,136000,5.0,150.0,5.0,5.0,1.0
Nizami m.,baki,menziller/kohne-tikili,1,0,76000,2.0,50.0,5.0,5.0,1.0
Biləcəri q.,baki,menziller/kohne-tikili,1,0,58000,2.0,38.0,2.0,9.0,0.2222222222222222
9-cu mikrorayon q.,baki,menziller/kohne-tikili,1,1,79000,2.0,45.0,5.0,9.0,0.5555555555555556
Nəsimi m.,baki,menziller/kohne-tikili,1,0,97000,2.0,65.0,3.0,9.0,0.3333333333333333
Badamdar q.,baki,menziller/kohne-tikili,1,1,115500,3.0,95.0,2.0,5.0,0.4
Neftçilər m.,baki,menziller,1,1,127000,2.0,105.0,5.0,18.0,0.2777777777777778
7-ci mikrorayon q.,baki,menziller,0,0,88625,2.0,70.9,8.0,9.0,0.8888888888888888
Nərimanov r.,baki,menziller,1,1,255850,4.0,146.2,5.0,16.0,0.3125
Nəriman Nərimanov m.,baki,menziller,0,1,379500,4.0,165.0,7.0,15.0,0.4666666666666667
Sea Breeze,baki,menziller,0,0,263814,2.0,75.7,,,
28 May m.,baki,menziller,0,0,251400,4.0,167.6,,,
Şah İsmayıl Xətai m.,baki,menziller,0,0,296400,3.0,156.0,,,
Gənclik m.,baki,menziller,0,0,373338,4.0,207.4,,,
Nərimanov r.,baki,menziller,0,0,169000,3.0,90.0,6.0,16.0,0.375
Nəsimi r.,baki,menziller,1,0,690000,3.0,113.0,10.0,14.0,0.7142857142857143
Nərimanov r.,baki,menziller,1,0,110000,2.0,55.0,5.0,16.0,0.3125
Yeni Yasamal q.,baki,menziller,1,0,95000,2.0,52.0,9.0,12.0,0.75
Yasamal r.,baki,menziller,1,1,184000,3.0,125.0,12.0,17.0,0.7058823529411765
Yeni Yasamal q.,baki,menziller,1,0,97000,3.0,143.0,12.0,12.0,1.0
Azadlıq Prospekti m.,baki,menziller,1,1,115000,2.0,60.0,4.0,9.0,0.4444444444444444
İnşaatçılar m.,baki,menziller,1,0,150000,3.0,114.0,9.0,12.0,0.75
Səbail r.,baki,menziller,0,0,295000,3.0,140.0,9.0,16.0,0.5625
Nizami m.,baki,menziller,0,0,110000,2.0,55.0,7.0,15.0,0.4666666666666667
Masazır q.,baki,menziller,0,0,36800,2.0,42.0,6.0,6.0,1.0
8 Noyabr m.,baki,menziller,1,1,227000,3.0,122.0,7.0,12.0,0.5833333333333334
Neftçilər m.,baki,menziller,0,0,110000,2.0,91.0,17.0,17.0,1.0
Neftçilər m.,baki,menziller,1,0,90000,3.0,61.0,4.0,5.0,0.8
İçəri Şəhər m.,baki,menziller,1,0,165000,4.0,100.0,1.0,3.0,0.3333333333333333
Yasamal q.,baki,menziller,1,0,200000,3.0,112.0,14.0,17.0,0.8235294117647058
Elmlər Akademiyası m.,baki,menziller,0,0,302000,3.0,159.0,6.0,17.0,0.35294117647058826
Yasamal r.,baki,menziller,0,0,130000,3.0,100.0,5.0,5.0,1.0
Yeni Yasamal q.,baki,menziller,1,1,147000,3.0,110.0,6.0,11.0,0.5454545454545454
Səbail r.,baki,menziller,1,0,350000,6.0,300.0,12.0,16.0,0.75
Elmlər Akademiyası m.,baki,menziller,0,0,320000,3.0,114.0,12.0,18.0,0.6666666666666666
İnşaatçılar m.,baki,menziller,1,0,250000,4.0,170.0,18.0,24.0,0.75
Əhmədli q.,baki,menziller,0,0,155000,3.0,92.0,5.0,16.0,0.3125
28 May m.,baki,menziller,1,0,122000,3.0,60.0,6.0,6.0,1.0
Lökbatan q.,baki,menziller/yeni-tikili,0,0,120000,3.0,112.0,4.0,16.0,0.25
Nəsimi r.,baki,menziller/yeni-tikili,0,1,133100,2.0,60.5,3.0,16.0,0.1875
Nəsimi r.,baki,menziller/yeni-tikili,1,0,3489000,7.0,950.0,16.0,32.0,0.5
7-ci mikrorayon q.,baki,menziller/yeni-tikili,0,0,57112,1.0,45.7,6.0,9.0,0.6666666666666666
Bakı,baki,menziller/yeni-tikili,0,0,376099,3.0,153.5,,,
Gənclik m.,baki,menziller/yeni-tikili,0,0,120960,2.0,67.2,,,
Bakı,baki,menziller/yeni-tikili,0,0,377729,4.0,164.2,,,
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,0,0,364800,5.0,192.0,,,
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,1,125000,3.0,80.0,17.0,17.0,1.0
Xətai r.,baki,menziller/yeni-tikili,1,0,125000,2.0,65.0,6.0,17.0,0.35294117647058826
Xətai r.,baki,menziller/yeni-tikili,0,0,169500,3.0,82.0,15.0,20.0,0.75
Nizami m.,baki,menziller/yeni-tikili,1,0,174999,2.0,95.0,8.0,16.0,0.5
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,350000,4.0,220.0,6.0,18.0,0.3333333333333333
Nizami m.,baki,menziller/yeni-tikili,1,1,189999,3.0,105.0,12.0,16.0,0.75
Biləcəri q.,baki,menziller/yeni-tikili,1,1,69000,2.0,50.0,3.0,5.0,0.6
Yasamal r.,baki,menziller/yeni-tikili,1,1,86000,2.0,50.0,2.0,18.0,0.1111111111111111
Nəsimi r.,baki,menziller/yeni-tikili,0,0,129000,2.0,78.0,5.0,16.0,0.3125
8 Noyabr m.,baki,menziller/yeni-tikili,1,1,227000,3.0,118.0,7.0,12.0,0.5833333333333334
Yeni Yasamal q.,baki,menziller/yeni-tikili,1,0,168000,3.0,112.0,3.0,19.0,0.15789473684210525
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,1,1,185000,3.0,105.0,10.0,16.0,0.625
Xalqlar Dostluğu m.,baki,menziller/yeni-tikili,1,0,139000,3.0,100.0,15.0,16.0,0.9375
İnşaatçılar m.,baki,menziller/yeni-tikili,0,0,335000,3.0,170.0,18.0,22.0,0.8181818181818182
Nərimanov r.,baki,menziller/yeni-tikili,1,0,210000,3.0,120.0,15.0,16.0,0.9375
Yasamal r.,baki,menziller/yeni-tikili,1,1,850000,4.0,194.0,14.0,18.0,0.7777777777777778
8 Noyabr m.,baki,menziller/yeni-tikili,0,0,133000,3.0,85.0,4.0,14.0,0.2857142857142857
Dərnəgül m.,baki,menziller/yeni-tikili,0,0,140000,2.0,77.8,5.0,17.0,0.29411764705882354
Nərimanov r.,baki,menziller/yeni-tikili,0,0,288000,3.0,150.0,9.0,16.0,0.5625
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,1,1,255000,3.0,140.0,4.0,11.0,0.36363636363636365
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,77000,2.0,73.0,19.0,20.0,0.95
Yeni Yasamal q.,baki,menziller/yeni-tikili,1,0,180000,3.0,147.0,14.0,15.0,0.9333333333333333
İnşaatçılar m.,baki,menziller/yeni-tikili,1,0,260000,4.0,164.0,15.0,15.0,1.0
Əhmədli m.,baki,menziller/yeni-tikili,0,0,108000,2.0,72.0,15.0,18.0,0.8333333333333334
Neftçilər m.,baki,menziller/kohne-tikili,1,1,107000,3.0,63.0,5.0,5.0,1.0
İnşaatçılar m.,baki,menziller/kohne-tikili,0,0,160000,3.0,90.0,8.0,9.0,0.8888888888888888
