location,city,object_type,bill_num,mortgage_num,price_cleaned,rooms_cleaned_num,size_cleaned_num,floor_current_num,floor_max_num,floor_ratio
Yeni Yasamal q.,baki,menziller,1,1,88000,2.0,71.0,9.0,12.0,0.75
Elmlər Akademiyası m.,baki,menziller,1,0,190000,3.0,75.0,2.0,5.0,0.4
Neftçilər m.,baki,menziller,0,0,162000,3.0,90.0,13.0,17.0,0.7647058823529411
İnşaatçılar m.,baki,menziller,1,1,169000,3.0,110.0,3.0,18.0,0.16666666666666666
Gənclik m.,baki,menziller,1,0,85000,2.0,50.0,4.0,4.0,1.0
İnşaatçılar m.,baki,menziller,1,1,169000,3.0,112.0,15.0,18.0,0.8333333333333334
20 Yanvar m.,baki,menziller,1,0,179500,3.0,130.0,6.0,20.0,0.3
7-ci mikrorayon q.,baki,menziller/yeni-tikili,0,0,135375,3.0,108.3,4.0,15.0,0.26666666666666666
Nəsimi r.,baki,menziller/yeni-tikili,1,1,632124,4.0,234.1,22.0,24.0,0.9166666666666666
Xətai r.,baki,menziller/yeni-tikili,0,0,129000,3.0,147.0,8.0,13.0,0.6153846153846154
İnşaatçılar m.,baki,menziller/yeni-tikili,0,0,170000,3.0,125.0,10.0,19.0,0.5263157894736842
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,0,0,191900,2.0,101.0,,,
28 May m.,baki,menziller/yeni-tikili,0,0,201750,3.0,134.5,,,
Bakı,baki,menziller/yeni-tikili,0,0,377729,4.0,164.2,,,
Bakı,baki,menziller/yeni-tikili,0,0,351389,4.0,224.5,,,
İnşaatçılar m.,baki,menziller/yeni-tikili,1,0,360000,3.0,130.0,8.0,19.0,0.42105263157894735
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,0,160000,3.0,102.0,15.0,17.0,0.8823529411764706
Nəsimi r.,baki,menziller/yeni-tikili,0,0,172600,3.0,126.0,5.0,7.0,0.7142857142857143
Həzi Aslanov q.,baki,menziller/yeni-tikili,1,0,122000,2.0,70.0,13.0,22.0,0.5909090909090909
İnşaatçılar m.,baki,menziller/yeni-tikili,1,1,230000,3.0,131.0,11.0,18.0,0.6111111111111112
Nərimanov r.,baki,menziller/yeni-tikili,1,0,421800,4.0,241.0,7.0,11.0,0.6363636363636364
Nəsimi r.,baki,menziller/yeni-tikili,1,0,217000,3.0,105.0,6.0,18.0,0.3333333333333333
Yasamal r.,baki,menziller/yeni-tikili,1,0,245000,3.0,148.0,5.0,27.0,0.18518518518518517
Əhmədli m.,baki,menziller/yeni-tikili,0,0,125000,2.0,94.0,5.0,16.0,0.3125
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,157000,2.0,60.0,14.0,16.0,0.875
Xətai r.,baki,menziller/yeni-tikili,0,0,233000,2.0,95.0,3.0,6.0,0.5
Nəsimi r.,baki,menziller/yeni-tikili,1,0,313000,4.0,150.0,15.0,16.0,0.9375
Yasamal r.,baki,menziller/yeni-tikili,0,0,528000,4.0,235.0,9.0,19.0,0.47368421052631576
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,380420,4.0,165.4,15.0,15.0,1.0
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,387320,4.0,168.4,12.0,15.0,0.8
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,379500,4.0,165.0,9.0,15.0,0.6
Xətai r.,baki,menziller/yeni-tikili,1,0,160000,3.0,100.0,14.0,16.0,0.875
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,293940,3.0,127.8,12.0,15.0,0.8
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,286810,3.0,124.7,11.0,15.0,0.7333333333333333
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,284050,3.0,123.5,14.0,15.0,0.9333333333333333
Koroğlu m.,baki,menziller/yeni-tikili,1,0,250000,3.0,135.0,4.0,12.0,0.3333333333333333
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,265650,3.0,115.5,12.0,15.0,0.8
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,263350,3.0,114.5,13.0,15.0,0.8666666666666667
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,146050,1.0,63.5,12.0,15.0,0.8
Yasamal q.,baki,menziller/kohne-tikili,1,0,112000,3.0,75.0,1.0,5.0,0.2
28 May m.,baki,menziller/kohne-tikili,1,0,118000,2.0,53.9,2.0,6.0,0.3333333333333333
Əhmədli q.,baki,menziller/kohne-tikili,1,0,55000,3.0,44.2,1.0,2.0,0.5
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,92000,2.0,45.0,3.0,5.0,0.6
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,1,168000,3.0,105.0,2.0,9.0,0.2222222222222222
4-cü mikrorayon q.,baki,menziller/kohne-tikili,1,1,123000,3.0,80.0,9.0,9.0,1.0
Hövsan q.,baki,menziller/kohne-tikili,1,0,56000,3.0,58.0,2.0,5.0,0.4
M.Ə.Rəsulzadə q.,baki,menziller/kohne-tikili,1,0,85000,4.0,80.0,2.0,2.0,1.0
Hövsan q.,baki,menziller/kohne-tikili,1,0,70000,3.0,55.0,1.0,5.0,0.2
Yeni Günəşli q.,baki,menziller/kohne-tikili,1,0,118000,4.0,99.9,4.0,9.0,0.4444444444444444
Yeni Günəşli q.,baki,menziller/kohne-tikili,1,0,83000,4.0,100.0,9.0,9.0,1.0
Yasamal r.,baki,menziller/kohne-tikili,1,1,175000,3.0,72.0,5.0,9.0,0.5555555555555556
Nəriman Nərimanov m.,baki,menziller/kohne-tikili,1,0,131900,3.0,80.0,9.0,9.0,1.0
Sahil m.,baki,menziller/kohne-tikili,1,0,226000,3.0,70.0,3.0,3.0,1.0
Xalqlar Dostluğu m.,baki,menziller/kohne-tikili,1,0,118000,3.0,80.0,2.0,9.0,0.2222222222222222
Əhmədli m.,baki,menziller/kohne-tikili,1,0,118000,3.0,80.0,8.0,9.0,0.8888888888888888
9-cu mikrorayon q.,baki,menziller/kohne-tikili,1,1,165000,5.0,120.0,7.0,9.0,0.7777777777777778
İnşaatçılar m.,baki,menziller/kohne-tikili,1,1,163000,4.0,120.0,3.0,9.0,0.3333333333333333
Yasamal r.,baki,menziller/kohne-tikili,1,1,215000,5.0,200.0,8.0,8.0,1.0
Yasamal r.,baki,menziller/kohne-tikili,1,0,150000,3.0,90.0,5.0,9.0,0.5555555555555556
Nərimanov r.,baki,menziller/kohne-tikili,0,0,110000,2.0,46.3,2.0,5.0,0.4
Xalqlar Dostluğu m.,baki,menziller/kohne-tikili,1,0,130000,4.0,100.0,9.0,9.0,1.0
8 Noyabr m.,baki,menziller/kohne-tikili,1,0,150000,4.0,90.0,4.0,9.0,0.4444444444444444
Nəsimi r.,baki,menziller/kohne-tikili,1,0,98000,2.0,55.0,3.0,4.0,0.75
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,94500,3.0,60.0,3.0,5.0,0.6
Nərimanov r.,baki,menziller/kohne-tikili,1,0,135000,3.0,75.0,2.0,5.0,0.4
Xalqlar Dostluğu m.,baki,menziller/kohne-tikili,1,0,120000,5.0,125.0,9.0,9.0,1.0
Neftçilər m.,baki,menziller/kohne-tikili,1,1,95000,2.0,48.0,8.0,9.0,0.8888888888888888
Zirə q.,baki,evler,1,0,850000,4.0,200.0,,,
Şüvəlan q.,baki,evler,1,0,240000,5.0,250.0,,,
Mərdəkan q.,baki,evler,1,0,175000,4.0,110.0,,,
Bilgəh q.,baki,evler,1,0,450000,6.0,250.0,,,
Xəzər r.,baki,evler,1,0,120000,5.0,170.0,,,
İnşaatçılar m.,baki,evler,0,0,165000,4.0,120.0,,,
Bakıxanov q.,baki,evler,1,0,135000,4.0,120.0,,,
Yeni Ramana q.,baki,evler,1,0,70000,4.0,80.0,,,
Qaraçuxur q.,baki,evler,0,0,58000,3.0,91.0,,,
Fatmayı q.,baki,evler,1,0,60000,3.0,130.0,,,
Dübəndi q.,baki,evler,1,0,980000,7.0,400.0,,,
Bakıxanov q.,baki,evler,1,0,90000,5.0,120.0,,,
Mərdəkan q.,baki,evler,1,0,98500,3.0,80.0,,,
Ramana q.,baki,evler,1,0,60000,3.0,100.0,,,
Nərimanov r.,baki,evler,1,0,5000000,10.0,1000.0,,,
Buzovna q.,baki,evler,1,0,49000,3.0,110.0,,,
Sahil q.,baki,evler,1,0,115000,6.0,220.0,,,
Badamdar q.,baki,evler,1,0,1575000,12.0,1000.0,,,
Mərdəkan q.,baki,evler,1,1,248000,5.0,200.0,,,
Badamdar q.,baki,evler,1,0,1000000,8.0,900.0,,,
Şüvəlan q.,baki,evler,1,0,950000,8.0,400.0,,,
Qala q.,baki,evler,1,0,95000,4.0,125.0,,,
Qaraçuxur q.,baki,evler,1,0,145000,6.0,163.5,,,
Xətai r.,baki,evler,1,0,315000,8.0,360.0,,,
Şüvəlan q.,baki,evler,1,0,780000,6.0,500.0,,,
Mərdəkan q.,baki,evler,1,0,840000,5.0,500.0,,,
Şüvəlan q.,baki,evler,1,0,280000,4.0,180.0,,,
Novxanı q.,baki,evler,1,0,680000,10.0,1000.0,,,
Şüvəlan q.,baki,baglar,1,1,365500,,240.0,,,
Şüvəlan q.,baki,baglar,1,0,450000,,350.0,,,
Mərdəkan q.,baki,baglar,1,0,260000,,150.0,,,
Nardaran q.,baki,baglar,1,0,110000,,90.0,,,
Binəqədi r.,baki,baglar,1,0,700000,,1060.0,,,
Şüvəlan q.,baki,baglar,1,0,380000,,300.0,,,
Mərdəkan q.,baki,baglar,1,0,700000,,500.0,,,
Mərdəkan q.,baki,baglar,1,0,750000,,500.0,,,
Mərdəkan q.,baki,baglar,1,0,310000,,170.0,,,
Mərdəkan q.,baki,baglar,1,0,195000,,240.0,,,
Mərdəkan q.,baki,baglar,1,0,123000,,200.0,,,
Mərdəkan q.,baki,baglar,1,0,750000,,500.0,,,
Mərdəkan q.,baki,baglar,1,0,750000,,500.0,,,
Mərdəkan q.,baki,baglar,1,0,920000,,500.0,,,
Mərdəkan q.,baki,baglar,1,0,295000,,300.0,,,
Mərdəkan q.,baki,baglar,1,0,340000,,200.0,,,
Şüvəlan q.,baki,baglar,1,0,890000,,600.0,,,
Görədil q.,baki,baglar,1,0,142000,,290.6,,,
Mərdəkan q.,baki,baglar,1,0,320000,,220.0,,,
Şüvəlan q.,baki,baglar,1,0,153000,,100.0,,,
Şüvəlan q.,baki,baglar,1,0,215000,,170.0,,,
Mərdəkan q.,baki,baglar,1,1,260000,,200.0,,,
Mərdəkan q.,baki,baglar,1,1,185000,,140.0,,,
Şüvəlan q.,baki,baglar,1,1,280000,,170.0,,,
Mərdəkan q.,baki,baglar,1,1,480000,,240.0,,,
Bilgəh q.,baki,baglar,1,0,970000,,460.0,,,
Şüvəlan q.,baki,baglar,1,0,750000,,500.0,,,
Şüvəlan q.,baki,baglar,1,0,250000,,180.0,,,
Sabunçu r.,baki,torpaq,1,0,105000,,,,,
Şüvəlan q.,baki,torpaq,1,0,52000,,,,,
Mərdəkan q.,baki,torpaq,1,0,155000,,,,,
Zirə q.,baki,torpaq,0,0,27900,,,,,
Masazır q.,baki,torpaq,1,0,475000,,,,,
Azadlıq Prospekti m.,baki,torpaq,1,0,550000,,,,,
Badamdar q.,baki,torpaq,1,0,420000,,,,,
Xəzər r.,baki,torpaq,1,0,17000,,,,,
Mərdəkan q.,baki,torpaq,1,0,175000,,,,,
Şüvəlan q.,baki,torpaq,1,0,90000,,,,,
Şüvəlan q.,baki,torpaq,1,0,125000,,,,,
Mərdəkan q.,baki,torpaq,1,0,280000,,,,,
Mərdəkan q.,baki,torpaq,1,0,168000,,,,,
Novxanı q.,baki,torpaq,1,0,60000,,,,,
Mərdəkan q.,baki,torpaq,1,0,95000,,,,,
Şüvəlan q.,baki,torpaq,1,0,48000,,,,,
Novxanı q.,baki,torpaq,1,0,56000,,,,,
Qala q.,baki,torpaq,1,0,24500,,,,,
Binə q.,baki,torpaq,0,0,25000,,,,,
Maştağa q.,baki,torpaq,1,0,40000,,,,,
Masazır q.,baki,torpaq,1,1,10000,,,,,
Pirallahı r.,baki,torpaq,0,0,15000,,,,,
Türkan q.,baki,torpaq,1,0,38000,,,,,
Pirşağı q.,baki,torpaq,1,0,185000,,,,,
Bilgəh q.,baki,torpaq,1,0,95000,,,,,
Nizami r.,baki,torpaq,1,0,200000,,,,,
Mərdəkan q.,baki,torpaq,1,0,155000,,,,,
Badamdar q.,baki,torpaq,1,0,400000,,,,,
Nəsimi r.,baki,obyektler,1,0,235000,,233.7,,,
İçəri Şəhər m.,baki,obyektler,1,0,227000,,60.0,,,
Nərimanov r.,baki,obyektler,1,0,410000,,160.0,,,
Sahil m.,baki,obyektler,1,0,435000,,200.0,,,
Elmlər Akademiyası m.,baki,obyektler,1,0,3000000,,1200.0,,,
Nizami m.,baki,obyektler,1,0,170000,,110.0,,,
Nizami m.,baki,obyektler,1,0,1000000,,137.0,,,
Xətai r.,baki,obyektler,0,0,479000,,249.0,,,
Azadlıq Prospekti m.,baki,obyektler,1,0,2250000,,651.0,,,
20 Yanvar m.,baki,obyektler,1,0,630000,,450.0,,,
Sahil m.,baki,obyektler,1,0,235000,,50.0,,,
Əhmədli q.,baki,obyektler,1,0,350000,,190.0,,,
Nərimanov r.,baki,obyektler,1,0,1830000,,178.0,,,
Memar Əcəmi m.,baki,obyektler,1,0,2200000,,175.0,,,
Nərimanov r.,baki,obyektler,1,0,320000,,97.0,,,
Əhmədli m.,baki,obyektler,0,0,85000,,38.0,,,
Nizami m.,baki,obyektler,1,0,345000,,145.0,,,
Şah İsmayıl Xətai m.,baki,obyektler,1,0,200000,,58.0,,,
Qara Qarayev m.,baki,obyektler,1,0,230000,,250.0,,,
Yeni Yasamal q.,baki,obyektler,1,0,77000,,55.0,,,
İçəri Şəhər m.,baki,obyektler,1,1,8200000,,920.0,,,
Yasamal q.,baki,obyektler,1,1,6200000,,3000.0,,,
Elmlər Akademiyası m.,baki,obyektler,1,1,7000000,,1000.0,,,
Şah İsmayıl Xətai m.,baki,obyektler,1,1,4000000,,900.0,,,
Nəsimi r.,baki,obyektler,1,0,285000,,66.3,,,
İnşaatçılar m.,baki,obyektler,1,1,9900000,,1050.0,,,
Nizami m.,baki,obyektler,1,1,1600000,,400.0,,,
Nərimanov r.,baki,obyektler,1,1,4500000,,3000.0,,,
Xırdalan,xirdalan,menziller,1,0,110000,2.0,101.0,10.0,15.0,0.6666666666666666
Xırdalan,xirdalan,menziller,0,0,63000,3.0,68.0,7.0,8.0,0.875
Xırdalan,xirdalan,menziller,1,0,56000,2.0,47.0,2.0,16.0,0.125
Xırdalan,xirdalan,menziller,0,0,37500,2.0,57.5,12.0,17.0,0.7058823529411765
Xırdalan,xirdalan,menziller,1,0,32000,1.0,40.0,2.0,6.0,0.3333333333333333
Xırdalan,xirdalan,menziller,1,1,52000,3.0,74.0,17.0,17.0,1.0
Xırdalan,xirdalan,menziller,1,1,90500,2.0,73.0,8.0,8.0,1.0
Xırdalan,xirdalan,menziller,1,0,72000,2.0,60.0,9.0,9.0,1.0
Xırdalan,xirdalan,menziller,0,0,39000,1.0,55.0,6.0,8.0,0.75
Xırdalan,xirdalan,menziller,1,0,80000,3.0,100.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller,1,0,61000,2.0,69.0,13.0,15.0,0.8666666666666667
Xırdalan,xirdalan,menziller,1,0,83000,2.0,65.0,9.0,16.0,0.5625
7-ci mikrorayon q.,baki,menziller,0,0,88000,2.0,70.4,5.0,9.0,0.5555555555555556
İnşaatçılar m.,baki,menziller,1,0,180000,3.0,110.0,14.0,16.0,0.875
İçəri Şəhər m.,baki,menziller,1,0,840000,4.0,280.0,5.0,14.0,0.35714285714285715
Nəsimi r.,baki,menziller,1,0,220000,2.0,106.0,9.0,15.0,0.6
Bakı,baki,menziller,0,0,279335,3.0,121.5,,,
Bakı,baki,menziller,0,0,380000,4.0,200.0,,,
Gənclik m.,baki,menziller,0,0,373338,4.0,207.4,,,
Ağ şəhər,baki,menziller,0,0,620000,5.0,248.0,,,
20 Yanvar m.,baki,menziller,1,0,179500,3.0,130.0,6.0,20.0,0.3
Nəriman Nərimanov m.,baki,menziller,1,0,205000,3.0,116.0,15.0,19.0,0.7894736842105263
Sea Breeze,baki,menziller,0,0,160658,1.0,46.1,,,
Əhmədli q.,baki,menziller,1,0,85000,3.0,80.0,9.0,9.0,1.0
Sea Breeze,baki,menziller,0,0,260474,2.0,65.2,,,
Sea Breeze,baki,menziller,0,0,263814,2.0,75.7,,,
İnşaatçılar m.,baki,menziller,1,1,150000,3.0,90.0,8.0,9.0,0.8888888888888888
Nizami m.,baki,menziller,1,0,62000,2.0,28.0,2.0,4.0,0.5
Nizami m.,baki,menziller,1,0,102000,2.0,45.0,2.0,6.0,0.3333333333333333
Qara Qarayev m.,baki,menziller,1,0,66000,1.0,35.0,3.0,5.0,0.6
Həzi Aslanov m.,baki,menziller,1,0,120000,3.0,90.0,15.0,17.0,0.8823529411764706
Sea Breeze,baki,menziller,0,0,122553,1.0,53.4,,,
Sea Breeze,baki,menziller,0,0,147109,1.0,64.1,,,
Elmlər Akademiyası m.,baki,menziller,1,0,600000,3.0,162.0,4.0,17.0,0.23529411764705882
Nərimanov r.,baki,menziller,1,1,207000,3.0,102.0,14.0,15.0,0.9333333333333333
Memar Əcəmi m.,baki,menziller,1,0,70000,2.0,50.0,2.0,5.0,0.4
Yeni Yasamal q.,baki,menziller,1,0,118000,2.0,78.2,4.0,21.0,0.19047619047619047
Şah İsmayıl Xətai m.,baki,menziller,1,0,395000,4.0,192.0,20.0,24.0,0.8333333333333334
Nərimanov r.,baki,menziller,1,0,145000,3.0,101.0,9.0,19.0,0.47368421052631576
Nəriman Nərimanov m.,baki,menziller,1,0,141000,2.0,85.0,16.0,19.0,0.8421052631578947
Nəsimi r.,baki,menziller,1,0,300000,5.0,200.0,17.0,17.0,1.0
Nərimanov r.,baki,menziller,0,0,165000,2.0,76.0,3.0,17.0,0.17647058823529413
Nizami m.,baki,menziller,1,0,177000,2.0,86.0,11.0,15.0,0.7333333333333333
İnşaatçılar m.,baki,menziller,1,1,112000,2.0,57.0,3.0,10.0,0.3
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,0,0,360000,3.0,160.0,14.0,17.0,0.8235294117647058
Dərnəgül m.,baki,menziller/yeni-tikili,0,1,77050,3.0,98.6,11.0,12.0,0.9166666666666666
Memar Əcəmi m.,baki,menziller/yeni-tikili,1,0,178000,2.0,109.0,11.0,16.0,0.6875
Nəsimi r.,baki,menziller/yeni-tikili,1,0,390000,6.0,260.0,16.0,17.0,0.9411764705882353
Gənclik m.,baki,menziller/yeni-tikili,0,0,373338,4.0,207.4,,,
Bakı,baki,menziller/yeni-tikili,0,0,67625,1.0,54.1,,,
Bakı,baki,menziller/yeni-tikili,0,0,88625,2.0,70.9,,,
Sea Breeze,baki,menziller/yeni-tikili,0,0,147109,1.0,64.1,,,
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,146050,1.0,63.5,12.0,15.0,0.8
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,142370,1.0,61.9,14.0,15.0,0.9333333333333333
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,114540,1.0,49.8,13.0,15.0,0.8666666666666667
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,113390,1.0,49.3,14.0,15.0,0.9333333333333333
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,112010,1.0,48.7,8.0,15.0,0.5333333333333333
Badamdar q.,baki,menziller/yeni-tikili,1,0,188000,2.0,101.0,12.0,16.0,0.75
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,1,261740,3.0,113.8,10.0,15.0,0.6666666666666666
Əhmədli q.,baki,menziller/yeni-tikili,0,0,159000,3.0,90.0,5.0,19.0,0.2631578947368421
Nizami m.,baki,menziller/yeni-tikili,1,0,140000,2.0,65.0,8.0,17.0,0.47058823529411764
Nərimanov r.,baki,menziller/yeni-tikili,0,0,143000,2.0,75.0,7.0,16.0,0.4375
Gənclik m.,baki,menziller/yeni-tikili,1,0,530000,5.0,281.0,10.0,11.0,0.9090909090909091
Nəsimi r.,baki,menziller/yeni-tikili,1,0,760000,7.0,327.0,2.0,15.0,0.13333333333333333
Qara Qarayev m.,baki,menziller/yeni-tikili,1,1,141000,3.0,71.1,17.0,20.0,0.85
Nərimanov r.,baki,menziller/yeni-tikili,0,0,158000,3.0,113.2,9.0,17.0,0.5294117647058824
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,370000,4.0,145.0,12.0,16.0,0.75
Zığ q.,baki,menziller/yeni-tikili,1,1,110000,3.0,114.0,11.0,11.0,1.0
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,340000,3.0,112.0,6.0,18.0,0.3333333333333333
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,0,170000,3.0,120.0,14.0,17.0,0.8235294117647058
Nəsimi r.,baki,menziller/yeni-tikili,1,0,180000,2.0,112.0,11.0,17.0,0.6470588235294118
İçəri Şəhər m.,baki,menziller/yeni-tikili,1,0,355000,4.0,160.0,4.0,18.0,0.2222222222222222
Neftçilər m.,baki,menziller/yeni-tikili,0,0,138000,2.0,87.0,10.0,11.0,0.9090909090909091
Nəsimi r.,baki,menziller/yeni-tikili,1,0,293000,4.0,175.0,15.0,17.0,0.8823529411764706
İçəri Şəhər m.,baki,menziller/yeni-tikili,1,0,520000,3.0,155.0,10.0,16.0,0.625
Yeni Yasamal q.,baki,menziller/yeni-tikili,1,1,85000,3.0,65.0,13.0,14.0,0.9285714285714286
NZS q.,baki,menziller/kohne-tikili,1,0,90000,3.0,70.0,2.0,2.0,1.0
Neftçilər m.,baki,menziller/kohne-tikili,1,1,107000,3.0,63.0,5.0,5.0,1.0
Sahil m.,baki,menziller/kohne-tikili,1,0,428000,4.0,159.9,3.0,3.0,1.0
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,76000,2.0,43.0,5.0,5.0,1.0
Qara Qarayev m.,baki,menziller/kohne-tikili,1,0,62000,2.0,32.0,5.0,5.0,1.0
Sahil m.,baki,menziller/kohne-tikili,1,0,175000,3.0,85.5,6.0,6.0,1.0
Nəsimi m.,baki,menziller/kohne-tikili,1,1,152000,4.0,100.0,4.0,5.0,0.8
Günəşli q.,baki,menziller/kohne-tikili,1,0,40000,1.0,30.0,1.0,5.0,0.2
Nəriman Nərimanov m.,baki,menziller/kohne-tikili,1,0,180000,3.0,90.0,5.0,10.0,0.5
Nəriman Nərimanov m.,baki,menziller/kohne-tikili,1,0,190000,3.0,90.0,4.0,10.0,0.4
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,90000,3.0,70.0,3.0,5.0,0.6
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,101999,2.0,65.0,9.0,9.0,1.0
Badamdar q.,baki,menziller/kohne-tikili,1,1,157000,5.0,115.0,6.0,9.0,0.6666666666666666
Pirallahı r.,baki,menziller/kohne-tikili,1,0,65000,3.0,90.0,5.0,5.0,1.0
Sahil m.,baki,menziller/kohne-tikili,1,0,1050000,4.0,200.0,3.0,4.0,0.75
Həzi Aslanov q.,baki,menziller/kohne-tikili,1,1,109500,3.0,109.0,11.0,11.0,1.0
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,99900,4.0,61.0,1.0,5.0,0.2
Həzi Aslanov m.,baki,menziller/kohne-tikili,1,0,85000,2.0,60.0,7.0,9.0,0.7777777777777778
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,0,95000,2.0,65.0,5.0,9.0,0.5555555555555556
Səbail r.,baki,menziller/kohne-tikili,1,0,155000,3.0,72.0,6.0,10.0,0.6
3-cü mikrorayon q.,baki,menziller/kohne-tikili,1,0,91500,2.0,50.0,4.0,5.0,0.8
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,0,152500,3.0,74.7,1.0,5.0,0.2
Yasamal q.,baki,menziller/kohne-tikili,1,0,160000,3.0,95.0,4.0,5.0,0.8
Nəsimi r.,baki,menziller/kohne-tikili,1,0,169000,4.0,105.0,2.0,9.0,0.2222222222222222
İçəri Şəhər m.,baki,menziller/kohne-tikili,1,0,259000,3.0,100.0,4.0,5.0,0.8
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,117000,3.0,75.0,4.0,5.0,0.8
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,92000,2.0,56.0,3.0,5.0,0.6
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,72500,1.0,40.0,5.0,5.0,1.0
Novxanı q.,baki,evler,1,0,250000,6.0,240.0,,,
Bilgəh q.,baki,evler,1,0,450000,6.0,250.0,,,
Binə q.,baki,evler,0,0,65000,4.0,120.0,,,
Mərdəkan q.,baki,evler,1,0,220000,5.0,200.0,,,
Masazır q.,baki,evler,1,0,190000,5.0,450.0,,,
Bilgəh q.,baki,evler,1,0,275000,4.0,140.0,,,
Xəzər r.,baki,evler,1,0,250000,6.0,240.0,,,
Mərdəkan q.,baki,evler,1,1,170000,6.0,230.0,,,
Masazır q.,baki,evler,1,1,50000,3.0,77.0,,,
Xocəsən q.,baki,evler,0,0,145000,5.0,136.4,,,
Şüvəlan q.,baki,evler,1,0,990000,7.0,500.0,,,
Novxanı q.,baki,evler,1,0,250000,6.0,240.0,,,
Biləcəri q.,baki,evler,0,0,76000,4.0,110.0,,,
Şüvəlan q.,baki,evler,1,0,300000,4.0,200.0,,,
Şüvəlan q.,baki,evler,1,0,225000,4.0,220.0,,,
Sulutəpə q.,baki,evler,0,0,89000,3.0,100.0,,,
Sabunçu r.,baki,evler,0,0,78000,4.0,150.0,,,
Kürdəxanı q.,baki,evler,0,0,80000,4.0,200.0,,,
Masazır q.,baki,evler,1,0,450000,8.0,500.0,,,
Mərdəkan q.,baki,evler,1,0,980000,7.0,500.0,,,
Novxanı q.,baki,evler,1,0,530000,8.0,480.0,,,
Əhmədli m.,baki,evler,0,0,103000,5.0,150.0,,,
Masazır q.,baki,evler,0,0,18000,2.0,70.0,,,
Mərdəkan q.,baki,evler,1,0,280000,4.0,198.0,,,
Hökməli q.,baki,evler,0,0,67500,4.0,130.0,,,
Nəsimi r.,baki,evler,1,1,4000000,9.0,1100.0,,,
Nərimanov r.,baki,evler,1,1,3200000,6.0,700.0,,,
Nəsimi r.,baki,evler,1,1,2000000,5.0,700.0,,,
Nardaran q.,baki,baglar,1,0,110000,,90.0,,,
Kürdəxanı q.,baki,baglar,1,0,87000,,12500.0,,,
Bilgəh q.,baki,baglar,1,0,190000,,120.0,,,
Buzovna q.,baki,baglar,1,0,54000,,63.0,,,
Buzovna q.,baki,baglar,1,0,270000,,220.0,,,
Şüvəlan q.,baki,baglar,1,0,270000,,300.0,,,
Şüvəlan q.,baki,baglar,1,0,1700000,,400.0,,,
Mərdəkan q.,baki,baglar,1,0,310000,,210.0,,,
Mərdəkan q.,baki,baglar,1,0,290000,,250.0,,,
Mərdəkan q.,baki,baglar,1,0,299000,,200.0,,,
Şüvəlan q.,baki,baglar,1,0,270000,,170.0,,,
Mərdəkan q.,baki,baglar,1,0,185000,,160.0,,,
Mərdəkan q.,baki,baglar,1,0,275000,,205.0,,,
Mərdəkan q.,baki,baglar,1,0,290000,,200.0,,,
Şüvəlan q.,baki,baglar,1,0,300000,,200.0,,,
Şüvəlan q.,baki,baglar,1,0,325000,,170.0,,,
Mərdəkan q.,baki,baglar,1,0,750000,,500.0,,,
Novxanı q.,baki,baglar,0,0,250000,,200.0,,,
Novxanı q.,baki,baglar,1,0,290000,,200.0,,,
Mərdəkan q.,baki,baglar,1,0,280000,,180.0,,,
